rank,country,cluster,date,rolling_value,is_valid,valid_days,min_valid_days,coverage_ratio,stage,trend,confidence_score,confidence_level,evidence_tier,snapshot_relation,snapshot_source_mode,snapshot_source_date,baseline_marker,delta_previous_numeric,abs_delta_previous_numeric,stage_priority,top_driver_1_name,top_driver_1_value,top_driver_2_name,top_driver_2_value,dominant_driver,driver_concentration_ratio,candidate_reason
497,Russia,tension,2025-06-07,72.7381,True,7,5,1.0,hoch,stabil,90.46,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4952,0.4952,2,crisis_subscore,76.8286,negativity_subscore,72.3571,,0.3521,high_stage;high_rolling_value
498,Russia,tension,2026-01-11,72.6476,True,7,5,1.0,hoch,stabil,90.43,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4952,0.4952,2,crisis_subscore,76.4571,negativity_subscore,72.0714,,0.3508,high_stage;high_rolling_value
499,Russia,tension,2025-12-14,71.4667,True,7,5,1.0,hoch,stabil,90.01,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4952,0.4952,2,crisis_subscore,74.8714,negativity_subscore,71.7,,0.3492,high_stage;high_rolling_value
500,Russia,tension,2025-07-20,70.6952,True,7,5,1.0,hoch,stabil,89.74,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4952,0.4952,2,crisis_subscore,75.3,negativity_subscore,70.1143,,0.355,high_stage;high_rolling_value
501,Nigeria,escalation,2025-05-07,71.3429,True,7,5,1.0,hoch,stabil,89.97,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4947,0.4947,2,peak_subscore,76.6571,external_dynamics_subscore,71.0381,,0.2686,high_stage;high_rolling_value
502,Taiwan,escalation,2026-02-15,68.9161,True,7,5,1.0,hoch,stabil,89.12,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4947,0.4947,2,peak_subscore,73.9429,external_dynamics_subscore,72.519,,0.2682,high_stage;high_rolling_value
503,Taiwan,escalation,2026-03-30,63.7161,True,7,5,1.0,hoch,stabil,87.3,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4946,0.4946,2,peak_subscore,70.0571,external_dynamics_subscore,68.7095,,0.2749,high_stage;high_rolling_value
504,Nigeria,escalation,2026-01-08,74.1696,True,7,5,1.0,hoch,stabil,90.96,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4928,0.4928,2,peak_subscore,80.5,external_dynamics_subscore,72.281,,0.2713,high_stage;high_rolling_value
505,Israel,tension,2025-04-27,64.6667,True,5,5,0.7143,hoch,kein_vergleich,69.06,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4916,0.4916,2,crisis_subscore,67.42,negativity_subscore,64.64,,0.3475,high_stage;high_rolling_value
506,Ukraine,escalation,2026-01-21,85.7679,True,7,5,1.0,sehr hoch,stabil,95.02,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4911,0.4911,3,peak_subscore,93.4429,external_dynamics_subscore,91.9048,,0.2724,high_stage;high_rolling_value
507,Nigeria,escalation,2025-08-18,78.8607,True,7,5,1.0,hoch,stabil,92.6,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4911,0.4911,2,peak_subscore,86.7714,internal_dynamics_subscore,77.0048,,0.2751,high_stage;high_rolling_value
508,Nigeria,escalation,2025-07-28,71.6339,True,7,5,1.0,hoch,stabil,90.07,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.491,0.491,2,peak_subscore,76.9429,external_dynamics_subscore,71.4667,,0.2685,high_stage;high_rolling_value
509,Russia,tension,2025-09-21,86.2238,True,7,5,1.0,sehr hoch,stabil,95.18,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4905,0.4905,3,crisis_subscore,91.0,negativity_subscore,86.1571,,0.3518,high_stage;high_rolling_value
510,Russia,tension,2025-09-24,85.1238,True,7,5,1.0,sehr hoch,stabil,94.79,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4905,0.4905,3,crisis_subscore,90.0714,negativity_subscore,85.0571,,0.3527,high_stage;high_rolling_value
511,Russia,tension,2025-08-22,84.1429,True,7,5,1.0,sehr hoch,stabil,94.45,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4905,0.4905,3,crisis_subscore,88.4429,negativity_subscore,83.9286,,0.3504,high_stage;high_rolling_value
512,Nigeria,tension,2026-03-11,82.119,True,7,5,1.0,sehr hoch,stabil,93.74,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4905,0.4905,3,crisis_subscore,86.4,negativity_subscore,81.7,,0.3507,high_stage;high_rolling_value
513,Israel,tension,2025-12-28,75.081,True,7,5,1.0,hoch,stabil,91.28,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4905,0.4905,2,crisis_subscore,79.5143,negativity_subscore,75.0571,,0.353,high_stage;high_rolling_value
514,China,tension,2026-03-03,65.9905,True,7,5,1.0,hoch,stabil,88.1,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4905,0.4905,2,crisis_subscore,69.1571,negativity_subscore,65.8571,,0.3493,high_stage;high_rolling_value
515,China,tension,2026-03-11,62.1048,True,7,5,1.0,hoch,stabil,86.74,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4904,0.4904,2,crisis_subscore,65.2143,negativity_subscore,63.1143,,0.35,high_stage;high_rolling_value
516,Iran,escalation,2026-03-17,87.0143,True,7,5,1.0,sehr hoch,stabil,95.46,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4893,0.4893,3,peak_subscore,93.9571,external_dynamics_subscore,92.0143,,0.2699,high_stage;high_rolling_value
517,Israel,escalation,2025-07-26,72.8196,True,7,5,1.0,hoch,stabil,90.49,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4892,0.4892,2,peak_subscore,79.9429,external_dynamics_subscore,78.4238,,0.2745,high_stage;high_rolling_value
518,Ukraine,escalation,2026-03-19,85.7232,True,7,5,1.0,sehr hoch,stabil,95.0,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4875,0.4875,3,peak_subscore,92.9714,external_dynamics_subscore,91.5619,,0.2711,high_stage;high_rolling_value
519,Iran,tension,2025-08-09,93.819,True,7,5,1.0,sehr hoch,stabil,97.84,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4857,0.4857,3,crisis_subscore,98.2143,negativity_subscore,94.2429,,0.3489,high_stage;high_rolling_value
520,Iran,tension,2026-01-17,93.6619,True,7,5,1.0,sehr hoch,stabil,97.78,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4857,0.4857,3,crisis_subscore,98.0429,negativity_subscore,94.2,,0.3489,high_stage;high_rolling_value
521,Iran,tension,2025-07-23,84.719,True,7,5,1.0,sehr hoch,stabil,94.65,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4857,0.4857,3,crisis_subscore,88.6857,negativity_subscore,85.2143,,0.3489,high_stage;high_rolling_value
522,Nigeria,tension,2026-03-16,78.9095,True,7,5,1.0,hoch,stabil,92.62,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4857,0.4857,2,crisis_subscore,83.5143,negativity_subscore,79.0714,,0.3528,high_stage;high_rolling_value
523,Russia,tension,2026-01-20,77.4667,True,7,5,1.0,hoch,stabil,92.11,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4857,0.4857,2,crisis_subscore,81.6714,negativity_subscore,77.5286,,0.3514,high_stage;high_rolling_value
524,Russia,tension,2025-08-06,77.3619,True,7,5,1.0,hoch,stabil,92.08,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4857,0.4857,2,crisis_subscore,81.1571,negativity_subscore,78.3571,,0.3497,high_stage;high_rolling_value
525,Russia,tension,2025-05-29,75.2095,True,7,5,1.0,hoch,stabil,91.32,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4857,0.4857,2,crisis_subscore,79.0571,negativity_subscore,74.9,,0.3504,high_stage;high_rolling_value
526,Nigeria,tension,2026-04-10,70.681,True,7,5,1.0,hoch,stabil,89.74,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4857,0.4857,2,crisis_subscore,74.3286,negativity_subscore,70.4571,,0.3505,high_stage;high_rolling_value
527,Poland,tension,2026-02-14,57.9095,True,7,5,1.0,hoch,stabil,85.27,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4857,0.4857,2,crisis_subscore,60.3429,negativity_subscore,58.4,,0.3473,high_stage
528,Ukraine,escalation,2026-01-20,85.2768,True,7,5,1.0,sehr hoch,stabil,94.85,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4839,0.4839,3,peak_subscore,93.1714,external_dynamics_subscore,91.381,,0.2731,high_stage;high_rolling_value
529,Nigeria,tension,2026-01-22,92.5905,True,7,5,1.0,sehr hoch,stabil,97.41,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.481,0.481,3,crisis_subscore,97.3,negativity_subscore,92.8143,,0.3503,high_stage;high_rolling_value
530,Nigeria,tension,2025-08-15,86.9286,True,7,5,1.0,sehr hoch,stabil,95.43,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.481,0.481,3,crisis_subscore,91.8571,negativity_subscore,86.6857,,0.3522,high_stage;high_rolling_value
531,Iran,tension,2025-05-22,86.6571,True,7,5,1.0,sehr hoch,stabil,95.33,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.481,0.481,3,crisis_subscore,90.6714,negativity_subscore,86.1286,,0.3488,high_stage;high_rolling_value
532,Israel,tension,2025-09-16,71.4571,True,7,5,1.0,hoch,stabil,90.01,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.481,0.481,2,crisis_subscore,75.4429,negativity_subscore,71.9571,,0.3519,high_stage;high_rolling_value
533,Israel,tension,2026-03-16,63.2952,True,7,5,1.0,hoch,stabil,87.15,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.481,0.481,2,crisis_subscore,66.6571,negativity_subscore,64.0571,,0.351,high_stage;high_rolling_value
534,Ukraine,tension,2025-06-15,76.4143,True,7,5,1.0,hoch,stabil,91.75,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4809,0.4809,2,crisis_subscore,80.6,negativity_subscore,76.4,,0.3516,high_stage;high_rolling_value
535,Taiwan,tension,2026-02-11,69.0476,True,7,5,1.0,hoch,stabil,89.17,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4809,0.4809,2,crisis_subscore,72.2429,negativity_subscore,69.4286,,0.3488,high_stage;high_rolling_value
536,China,escalation,2026-02-04,59.95,True,7,5,1.0,hoch,stabil,85.98,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4804,0.4804,2,peak_subscore,64.1429,external_dynamics_subscore,62.1952,,0.2675,high_stage
537,Nigeria,escalation,2026-01-12,76.4839,True,7,5,1.0,hoch,stabil,91.77,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4803,0.4803,2,peak_subscore,83.4571,internal_dynamics_subscore,74.4524,,0.2728,high_stage;high_rolling_value
538,Nigeria,escalation,2025-09-22,79.9429,True,7,5,1.0,hoch,stabil,92.98,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4785,0.4785,2,peak_subscore,87.9429,internal_dynamics_subscore,78.4286,,0.275,high_stage;high_rolling_value
539,Ukraine,tension,2025-10-09,89.4952,True,7,5,1.0,sehr hoch,stabil,96.32,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4762,0.4762,3,crisis_subscore,94.3857,negativity_subscore,89.3,,0.3515,high_stage;high_rolling_value
540,Nigeria,tension,2025-09-23,89.0857,True,7,5,1.0,sehr hoch,stabil,96.18,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4762,0.4762,3,crisis_subscore,93.9571,negativity_subscore,89.1714,,0.3516,high_stage;high_rolling_value
541,Iran,tension,2026-03-22,85.7333,True,7,5,1.0,sehr hoch,stabil,95.01,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4762,0.4762,3,crisis_subscore,90.0714,negativity_subscore,85.8571,,0.3502,high_stage;high_rolling_value
542,Ukraine,tension,2025-10-19,85.6952,True,7,5,1.0,sehr hoch,stabil,94.99,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4762,0.4762,3,crisis_subscore,90.6429,negativity_subscore,85.3143,,0.3526,high_stage;high_rolling_value
543,Iran,tension,2025-05-02,85.6238,True,7,5,1.0,sehr hoch,stabil,94.97,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4762,0.4762,3,crisis_subscore,90.6857,negativity_subscore,84.5429,,0.353,high_stage;high_rolling_value
544,Iran,tension,2026-03-29,81.8762,True,7,5,1.0,sehr hoch,stabil,93.66,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4762,0.4762,3,crisis_subscore,85.5571,negativity_subscore,82.3714,,0.3483,high_stage;high_rolling_value
545,Russia,tension,2025-08-15,81.0143,True,7,5,1.0,sehr hoch,stabil,93.36,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4762,0.4762,3,crisis_subscore,85.2,negativity_subscore,81.5857,,0.3506,high_stage;high_rolling_value
546,Ukraine,tension,2025-12-13,76.7857,True,7,5,1.0,hoch,stabil,91.87,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4762,0.4762,2,crisis_subscore,80.2714,negativity_subscore,76.8714,,0.3485,high_stage;high_rolling_value
547,Nigeria,tension,2025-07-20,73.9095,True,7,5,1.0,hoch,stabil,90.87,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4762,0.4762,2,crisis_subscore,77.8571,negativity_subscore,73.2714,,0.3511,high_stage;high_rolling_value
548,Taiwan,tension,2026-03-17,68.6952,True,7,5,1.0,hoch,stabil,89.04,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4762,0.4762,2,crisis_subscore,72.3,negativity_subscore,67.8143,,0.3508,high_stage;high_rolling_value
549,Russia,tension,2025-06-22,68.4333,True,7,5,1.0,hoch,stabil,88.95,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4762,0.4762,2,crisis_subscore,72.1,negativity_subscore,68.3143,,0.3512,high_stage;high_rolling_value
550,Israel,tension,2025-06-18,62.0238,True,7,5,1.0,hoch,stabil,86.71,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4762,0.4762,2,crisis_subscore,64.6857,negativity_subscore,61.9571,,0.3476,high_stage;high_rolling_value
551,Taiwan,tension,2026-01-27,63.119,True,7,5,1.0,hoch,stabil,87.09,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4761,0.4761,2,crisis_subscore,69.4,negativity_subscore,61.9,,0.3665,high_stage;high_rolling_value
552,Taiwan,escalation,2026-01-29,64.0196,True,7,5,1.0,hoch,stabil,87.41,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.475,0.475,2,peak_subscore,70.5714,external_dynamics_subscore,69.181,,0.2756,high_stage;high_rolling_value
553,China,escalation,2026-03-20,56.9411,True,7,5,1.0,hoch,stabil,84.93,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.475,0.475,2,peak_subscore,62.1571,external_dynamics_subscore,60.3952,,0.2729,high_stage
554,Russia,escalation,2026-01-25,80.8446,True,7,5,1.0,sehr hoch,stabil,93.3,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4732,0.4732,3,peak_subscore,87.7857,external_dynamics_subscore,86.0,,0.2715,high_stage;high_rolling_value
555,Russia,escalation,2026-01-15,77.5161,True,7,5,1.0,hoch,stabil,92.13,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4732,0.4732,2,peak_subscore,85.9571,external_dynamics_subscore,84.1476,,0.2772,high_stage;high_rolling_value
556,Russia,escalation,2026-03-31,74.9089,True,7,5,1.0,hoch,stabil,91.22,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4732,0.4732,2,peak_subscore,84.3714,external_dynamics_subscore,82.2095,,0.2816,high_stage;high_rolling_value
557,Nigeria,tension,2025-08-24,91.581,True,7,5,1.0,sehr hoch,stabil,97.05,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4715,0.4715,3,crisis_subscore,96.9429,negativity_subscore,91.1429,,0.3528,high_stage;high_rolling_value
558,Nigeria,tension,2025-08-20,89.3286,True,7,5,1.0,sehr hoch,stabil,96.27,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4715,0.4715,3,crisis_subscore,94.3571,negativity_subscore,88.8429,,0.3521,high_stage;high_rolling_value
559,Nigeria,tension,2025-10-08,80.819,True,7,5,1.0,sehr hoch,stabil,93.29,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4715,0.4715,3,crisis_subscore,85.0714,negativity_subscore,80.5429,,0.3509,high_stage;high_rolling_value
560,Taiwan,tension,2026-02-04,65.8048,True,7,5,1.0,hoch,stabil,88.03,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4715,0.4715,2,crisis_subscore,69.0714,negativity_subscore,65.3857,,0.3499,high_stage;high_rolling_value
561,China,tension,2026-01-26,58.0286,True,7,5,1.0,hoch,stabil,85.31,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4715,0.4715,2,crisis_subscore,60.6429,negativity_subscore,57.9714,,0.3484,high_stage
562,Iran,tension,2026-03-23,85.2619,True,7,5,1.0,sehr hoch,stabil,94.84,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4714,0.4714,3,crisis_subscore,89.5,negativity_subscore,85.4571,,0.3499,high_stage;high_rolling_value
563,Iran,tension,2026-03-28,82.3524,True,7,5,1.0,sehr hoch,stabil,93.82,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4714,0.4714,3,crisis_subscore,86.0,negativity_subscore,82.8143,,0.3481,high_stage;high_rolling_value
564,Israel,escalation,2025-09-11,74.8232,True,7,5,1.0,hoch,stabil,91.19,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4714,0.4714,2,peak_subscore,81.4571,external_dynamics_subscore,80.2238,,0.2722,high_stage;high_rolling_value
565,Nigeria,tension,2026-03-26,73.2857,True,7,5,1.0,hoch,stabil,90.65,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4714,0.4714,2,crisis_subscore,76.6571,negativity_subscore,73.4,,0.3487,high_stage;high_rolling_value
566,Russia,tension,2026-03-27,72.9619,True,7,5,1.0,hoch,stabil,90.54,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4714,0.4714,2,crisis_subscore,76.7714,negativity_subscore,72.6714,,0.3507,high_stage;high_rolling_value
567,Russia,tension,2025-06-10,71.7619,True,7,5,1.0,hoch,stabil,90.12,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4714,0.4714,2,crisis_subscore,75.7,negativity_subscore,71.4143,,0.3516,high_stage;high_rolling_value
568,Russia,tension,2025-06-11,71.2905,True,7,5,1.0,hoch,stabil,89.95,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4714,0.4714,2,crisis_subscore,75.1857,negativity_subscore,71.1571,,0.3515,high_stage;high_rolling_value
569,Nigeria,escalation,2025-07-26,70.8446,True,7,5,1.0,hoch,stabil,89.8,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4714,0.4714,2,peak_subscore,75.5714,external_dynamics_subscore,71.2714,,0.2667,high_stage;high_rolling_value
570,Taiwan,tension,2026-03-14,69.8143,True,7,5,1.0,hoch,stabil,89.44,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4714,0.4714,2,crisis_subscore,73.2,negativity_subscore,69.5714,,0.3495,high_stage;high_rolling_value
571,Taiwan,tension,2026-03-21,66.2905,True,7,5,1.0,hoch,stabil,88.2,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4714,0.4714,2,crisis_subscore,69.9714,negativity_subscore,65.8571,,0.3518,high_stage;high_rolling_value
572,Israel,tension,2025-09-30,63.7143,True,7,5,1.0,hoch,stabil,87.3,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4714,0.4714,2,crisis_subscore,66.5429,negativity_subscore,63.8571,,0.3481,high_stage;high_rolling_value
573,Taiwan,tension,2026-01-24,61.9238,True,7,5,1.0,hoch,stabil,86.67,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4714,0.4714,2,crisis_subscore,67.9286,negativity_subscore,61.3143,,0.3657,high_stage;high_rolling_value
574,Ukraine,escalation,2025-11-17,84.2196,True,7,5,1.0,sehr hoch,stabil,94.48,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4697,0.4697,3,peak_subscore,92.3286,external_dynamics_subscore,90.6095,,0.2741,high_stage;high_rolling_value
575,Nigeria,escalation,2026-03-20,70.1929,True,7,5,1.0,hoch,stabil,89.57,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4696,0.4696,2,peak_subscore,74.0857,external_dynamics_subscore,71.0714,,0.2639,high_stage;high_rolling_value
576,Nigeria,tension,2025-09-15,92.7333,True,7,5,1.0,sehr hoch,stabil,97.46,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4667,0.4667,3,crisis_subscore,97.2714,negativity_subscore,92.7286,,0.3496,high_stage;high_rolling_value
577,Ukraine,tension,2025-08-04,81.6667,True,7,5,1.0,sehr hoch,stabil,93.58,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4667,0.4667,3,crisis_subscore,85.5143,negativity_subscore,81.8143,,0.349,high_stage;high_rolling_value
578,Nigeria,tension,2025-07-29,78.2905,True,7,5,1.0,hoch,stabil,92.4,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4667,0.4667,2,crisis_subscore,81.9143,negativity_subscore,78.9714,,0.3488,high_stage;high_rolling_value
579,Russia,tension,2025-08-07,77.8286,True,7,5,1.0,hoch,stabil,92.24,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4667,0.4667,2,crisis_subscore,82.2,negativity_subscore,78.4857,,0.3521,high_stage;high_rolling_value
580,Russia,tension,2026-01-15,74.6762,True,7,5,1.0,hoch,stabil,91.14,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4667,0.4667,2,crisis_subscore,78.6714,negativity_subscore,74.1714,,0.3512,high_stage;high_rolling_value
581,Israel,tension,2025-07-30,73.9048,True,7,5,1.0,hoch,stabil,90.87,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4667,0.4667,2,crisis_subscore,77.8714,negativity_subscore,73.8714,,0.3512,high_stage;high_rolling_value
582,Russia,tension,2026-01-09,71.8905,True,7,5,1.0,hoch,stabil,90.16,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4667,0.4667,2,crisis_subscore,75.2143,negativity_subscore,71.7571,,0.3487,high_stage;high_rolling_value
583,Russia,tension,2026-03-30,71.6143,True,7,5,1.0,hoch,stabil,90.07,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4667,0.4667,2,crisis_subscore,75.0857,negativity_subscore,71.2714,,0.3495,high_stage;high_rolling_value
584,Taiwan,tension,2026-02-15,70.981,True,7,5,1.0,hoch,stabil,89.84,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4667,0.4667,2,crisis_subscore,74.8,negativity_subscore,71.6143,,0.3513,high_stage;high_rolling_value
585,Taiwan,tension,2026-02-14,70.5143,True,7,5,1.0,hoch,stabil,89.68,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4667,0.4667,2,crisis_subscore,74.0286,negativity_subscore,70.8714,,0.3499,high_stage;high_rolling_value
586,Russia,tension,2026-04-02,70.4238,True,7,5,1.0,hoch,stabil,89.65,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4667,0.4667,2,crisis_subscore,73.3429,negativity_subscore,70.7714,,0.3472,high_stage;high_rolling_value
587,China,tension,2026-03-21,56.4476,True,7,5,1.0,hoch,stabil,84.76,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4667,0.4667,2,crisis_subscore,60.3,negativity_subscore,56.1143,,0.3561,high_stage
588,Iran,tension,2026-03-12,92.9524,True,7,5,1.0,sehr hoch,stabil,97.53,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4666,0.4666,3,crisis_subscore,97.4143,negativity_subscore,92.6286,,0.3493,high_stage;high_rolling_value
589,Russia,tension,2026-02-08,89.9476,True,7,5,1.0,sehr hoch,stabil,96.48,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4666,0.4666,3,crisis_subscore,94.7429,negativity_subscore,90.3571,,0.3511,high_stage;high_rolling_value
590,Israel,tension,2026-03-09,65.4667,True,7,5,1.0,hoch,stabil,87.91,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4666,0.4666,2,crisis_subscore,68.6,negativity_subscore,65.8429,,0.3493,high_stage;high_rolling_value
591,Iran,escalation,2025-08-04,88.6768,True,7,5,1.0,sehr hoch,stabil,96.04,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4661,0.4661,3,peak_subscore,94.5286,external_dynamics_subscore,92.8524,,0.2665,high_stage;high_rolling_value
592,Iran,escalation,2025-11-01,85.1661,True,7,5,1.0,sehr hoch,stabil,94.81,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4661,0.4661,3,peak_subscore,92.4714,external_dynamics_subscore,90.7238,,0.2714,high_stage;high_rolling_value
593,Russia,escalation,2026-01-21,79.3304,True,7,5,1.0,hoch,stabil,92.77,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4661,0.4661,2,peak_subscore,87.0429,external_dynamics_subscore,85.1143,,0.2743,high_stage;high_rolling_value
594,Taiwan,escalation,2026-01-27,63.3821,True,7,5,1.0,hoch,stabil,87.18,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.466,0.466,2,peak_subscore,70.1,external_dynamics_subscore,68.5333,,0.2765,high_stage;high_rolling_value
