rank,country,cluster,date,rolling_value,is_valid,valid_days,min_valid_days,coverage_ratio,stage,trend,confidence_score,confidence_level,evidence_tier,snapshot_relation,snapshot_source_mode,snapshot_source_date,baseline_marker,delta_previous_numeric,abs_delta_previous_numeric,stage_priority,top_driver_1_name,top_driver_1_value,top_driver_2_name,top_driver_2_value,dominant_driver,driver_concentration_ratio,candidate_reason
595,Iran,escalation,2026-01-10,87.6625,True,7,5,1.0,sehr hoch,stabil,95.68,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4643,0.4643,3,peak_subscore,93.5714,external_dynamics_subscore,92.2048,,0.2669,high_stage;high_rolling_value
596,Russia,escalation,2025-06-10,75.65,True,7,5,1.0,hoch,stabil,91.48,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4643,0.4643,2,peak_subscore,84.4143,external_dynamics_subscore,82.4,,0.279,high_stage;high_rolling_value
597,Taiwan,escalation,2025-07-18,60.9179,True,7,5,1.0,hoch,stabil,86.32,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4643,0.4643,2,peak_subscore,69.2857,external_dynamics_subscore,67.2905,,0.2843,high_stage;high_rolling_value
598,Ukraine,tension,2025-09-07,94.119,True,7,5,1.0,sehr hoch,stabil,97.94,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4619,0.4619,3,crisis_subscore,98.5429,negativity_subscore,94.7,,0.349,high_stage;high_rolling_value
599,Nigeria,tension,2026-03-02,89.0333,True,7,5,1.0,sehr hoch,stabil,96.16,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4619,0.4619,3,crisis_subscore,93.7857,negativity_subscore,88.8857,,0.3511,high_stage;high_rolling_value
600,Ukraine,tension,2025-08-18,87.7619,True,7,5,1.0,sehr hoch,stabil,95.72,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4619,0.4619,3,crisis_subscore,92.5143,negativity_subscore,87.8857,,0.3514,high_stage;high_rolling_value
601,Iran,tension,2025-06-03,84.9095,True,7,5,1.0,sehr hoch,stabil,94.72,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4619,0.4619,3,crisis_subscore,89.8857,negativity_subscore,85.3571,,0.3529,high_stage;high_rolling_value
602,Nigeria,tension,2025-10-02,83.6667,True,7,5,1.0,sehr hoch,stabil,94.28,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4619,0.4619,3,crisis_subscore,88.3714,negativity_subscore,82.8857,,0.3521,high_stage;high_rolling_value
603,Russia,tension,2025-08-14,80.5381,True,7,5,1.0,sehr hoch,stabil,93.19,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4619,0.4619,3,crisis_subscore,84.7286,negativity_subscore,81.0571,,0.3507,high_stage;high_rolling_value
604,Iran,tension,2025-07-04,80.1714,True,7,5,1.0,sehr hoch,stabil,93.06,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4619,0.4619,3,crisis_subscore,84.2143,negativity_subscore,80.3286,,0.3501,high_stage;high_rolling_value
605,Russia,tension,2025-08-11,79.3714,True,7,5,1.0,hoch,stabil,92.78,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4619,0.4619,2,crisis_subscore,83.8714,negativity_subscore,79.7429,,0.3522,high_stage;high_rolling_value
606,Ukraine,tension,2025-07-23,77.5762,True,7,5,1.0,hoch,stabil,92.15,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4619,0.4619,2,crisis_subscore,81.4571,negativity_subscore,77.7714,,0.35,high_stage;high_rolling_value
607,Russia,tension,2025-07-29,73.4857,True,7,5,1.0,hoch,stabil,90.72,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4619,0.4619,2,crisis_subscore,78.0714,negativity_subscore,72.6857,,0.3541,high_stage;high_rolling_value
608,Nigeria,tension,2025-06-15,73.0667,True,7,5,1.0,hoch,stabil,90.57,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4619,0.4619,2,crisis_subscore,76.6429,negativity_subscore,72.7714,,0.3496,high_stage;high_rolling_value
609,Israel,tension,2025-12-10,70.7952,True,7,5,1.0,hoch,stabil,89.78,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4619,0.4619,2,crisis_subscore,74.0286,negativity_subscore,70.0286,,0.3486,high_stage;high_rolling_value
610,Israel,tension,2025-06-07,64.7429,True,7,5,1.0,hoch,stabil,87.66,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4619,0.4619,2,crisis_subscore,66.8857,negativity_subscore,65.6714,,0.3444,high_stage;high_rolling_value
611,Israel,tension,2025-06-09,63.8952,True,7,5,1.0,hoch,stabil,87.36,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4619,0.4619,2,crisis_subscore,66.7,negativity_subscore,64.5571,,0.348,high_stage;high_rolling_value
612,Israel,tension,2025-07-07,62.3762,True,7,5,1.0,hoch,stabil,86.83,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4619,0.4619,2,crisis_subscore,65.2286,negativity_subscore,62.6429,,0.3486,high_stage;high_rolling_value
613,Russia,escalation,2026-03-04,84.5929,True,7,5,1.0,sehr hoch,stabil,94.61,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4607,0.4607,3,peak_subscore,90.4,external_dynamics_subscore,88.6429,,0.2672,high_stage;high_rolling_value
614,Nigeria,escalation,2026-03-06,77.2036,True,7,5,1.0,hoch,stabil,92.02,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4607,0.4607,2,peak_subscore,84.5571,internal_dynamics_subscore,75.6571,,0.2738,high_stage;high_rolling_value
615,Taiwan,escalation,2025-08-12,64.5732,True,7,5,1.0,hoch,stabil,87.6,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4607,0.4607,2,peak_subscore,71.7714,external_dynamics_subscore,69.7762,,0.2779,high_stage;high_rolling_value
616,Iran,escalation,2025-10-02,87.6964,True,7,5,1.0,sehr hoch,stabil,95.69,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.459,0.459,3,peak_subscore,92.8143,external_dynamics_subscore,92.019,,0.2646,high_stage;high_rolling_value
617,Iran,tension,2025-06-21,80.6095,True,7,5,1.0,sehr hoch,stabil,93.21,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4572,0.4572,3,crisis_subscore,84.6429,negativity_subscore,81.1,,0.35,high_stage;high_rolling_value
618,Russia,escalation,2025-08-21,82.7196,True,7,5,1.0,sehr hoch,stabil,93.95,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4571,0.4571,3,peak_subscore,89.3286,external_dynamics_subscore,87.7905,,0.27,high_stage;high_rolling_value
619,Israel,tension,2025-09-04,78.9619,True,7,5,1.0,hoch,stabil,92.64,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4571,0.4571,2,crisis_subscore,82.9286,negativity_subscore,79.1571,,0.3501,high_stage;high_rolling_value
620,Nigeria,tension,2025-05-27,77.5619,True,7,5,1.0,hoch,stabil,92.15,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4571,0.4571,2,crisis_subscore,81.5143,negativity_subscore,77.7714,,0.3503,high_stage;high_rolling_value
621,Ukraine,tension,2026-04-08,75.8762,True,7,5,1.0,hoch,stabil,91.56,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4571,0.4571,2,crisis_subscore,80.5857,negativity_subscore,75.4571,,0.354,high_stage;high_rolling_value
622,Poland,tension,2026-03-07,56.3905,True,7,5,1.0,hoch,stabil,84.74,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4571,0.4571,2,crisis_subscore,58.9571,negativity_subscore,56.7429,,0.3485,high_stage
623,Iran,escalation,2025-07-27,85.975,True,7,5,1.0,sehr hoch,stabil,95.09,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4554,0.4554,3,peak_subscore,92.6714,external_dynamics_subscore,90.9429,,0.2695,high_stage;high_rolling_value
624,Nigeria,escalation,2025-08-21,80.6143,True,7,5,1.0,sehr hoch,stabil,93.22,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4554,0.4554,3,peak_subscore,89.3714,internal_dynamics_subscore,79.0429,,0.2772,high_stage;high_rolling_value
625,China,escalation,2026-03-21,56.4857,True,7,5,1.0,hoch,stabil,84.77,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4554,0.4554,2,peak_subscore,61.7286,external_dynamics_subscore,60.2048,,0.2732,high_stage
626,Nigeria,escalation,2025-10-06,74.0536,True,7,5,1.0,hoch,stabil,90.92,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4553,0.4553,2,peak_subscore,79.4286,external_dynamics_subscore,73.1905,,0.2681,high_stage;high_rolling_value
627,Russia,escalation,2025-08-15,81.0679,True,7,5,1.0,sehr hoch,stabil,93.37,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4536,0.4536,3,peak_subscore,88.1714,external_dynamics_subscore,86.6524,,0.2719,high_stage;high_rolling_value
628,Nigeria,tension,2025-09-13,93.4143,True,7,5,1.0,sehr hoch,stabil,97.7,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4524,0.4524,3,crisis_subscore,98.4,negativity_subscore,93.5571,,0.3511,high_stage;high_rolling_value
629,Iran,tension,2025-12-07,84.9095,True,7,5,1.0,sehr hoch,stabil,94.72,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4524,0.4524,3,crisis_subscore,89.9714,negativity_subscore,85.2,,0.3532,high_stage;high_rolling_value
630,Ukraine,tension,2025-08-06,82.6381,True,7,5,1.0,sehr hoch,stabil,93.92,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4524,0.4524,3,crisis_subscore,86.9714,negativity_subscore,82.6143,,0.3508,high_stage;high_rolling_value
631,Iran,tension,2025-07-13,81.2714,True,7,5,1.0,sehr hoch,stabil,93.44,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4524,0.4524,3,crisis_subscore,85.7714,negativity_subscore,80.8429,,0.3518,high_stage;high_rolling_value
632,Israel,tension,2025-08-08,79.4905,True,7,5,1.0,hoch,stabil,92.82,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4524,0.4524,2,crisis_subscore,83.5143,negativity_subscore,79.2286,,0.3502,high_stage;high_rolling_value
633,Nigeria,tension,2025-12-18,74.919,True,7,5,1.0,hoch,stabil,91.22,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4524,0.4524,2,crisis_subscore,79.9143,negativity_subscore,74.5429,,0.3556,high_stage;high_rolling_value
634,Russia,tension,2025-05-30,74.7571,True,7,5,1.0,hoch,stabil,91.16,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4524,0.4524,2,crisis_subscore,78.5,negativity_subscore,74.3286,,0.35,high_stage;high_rolling_value
635,Russia,tension,2025-06-09,72.2333,True,7,5,1.0,hoch,stabil,90.28,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4524,0.4524,2,crisis_subscore,76.1143,negativity_subscore,71.9286,,0.3512,high_stage;high_rolling_value
636,Israel,tension,2025-07-22,68.4619,True,7,5,1.0,hoch,stabil,88.96,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4524,0.4524,2,crisis_subscore,72.6714,negativity_subscore,67.3571,,0.3538,high_stage;high_rolling_value
637,Israel,tension,2025-09-23,67.1381,True,7,5,1.0,hoch,stabil,88.5,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4524,0.4524,2,crisis_subscore,70.2714,negativity_subscore,67.3714,,0.3489,high_stage;high_rolling_value
638,Taiwan,tension,2026-01-26,62.6429,True,7,5,1.0,hoch,stabil,86.93,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4524,0.4524,2,crisis_subscore,68.5857,negativity_subscore,61.6571,,0.365,high_stage;high_rolling_value
639,China,tension,2025-09-07,59.7381,True,7,5,1.0,hoch,stabil,85.91,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4524,0.4524,2,crisis_subscore,63.3286,negativity_subscore,59.8429,,0.3534,high_stage
640,Iran,tension,2025-06-09,83.1667,True,7,5,1.0,sehr hoch,stabil,94.11,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4523,0.4523,3,crisis_subscore,88.2714,negativity_subscore,82.7714,,0.3538,high_stage;high_rolling_value
641,Israel,tension,2026-02-10,73.8429,True,7,5,1.0,hoch,stabil,90.85,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4523,0.4523,2,crisis_subscore,77.5286,negativity_subscore,73.9571,,0.35,high_stage;high_rolling_value
642,Israel,tension,2025-09-20,68.781,True,7,5,1.0,hoch,stabil,89.07,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4523,0.4523,2,crisis_subscore,72.7429,negativity_subscore,68.2571,,0.3525,high_stage;high_rolling_value
643,Taiwan,tension,2025-11-30,61.4048,True,7,5,1.0,hoch,stabil,86.49,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4523,0.4523,2,crisis_subscore,64.8429,negativity_subscore,61.3571,,0.352,high_stage;high_rolling_value
644,China,tension,2026-01-22,56.3571,True,7,5,1.0,hoch,stabil,84.72,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4523,0.4523,2,crisis_subscore,58.9429,negativity_subscore,56.7429,,0.3486,high_stage
645,Russia,escalation,2026-01-06,75.4804,True,7,5,1.0,hoch,stabil,91.42,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4518,0.4518,2,peak_subscore,85.0143,external_dynamics_subscore,82.919,,0.2816,high_stage;high_rolling_value
646,Israel,escalation,2026-01-10,77.3321,True,7,5,1.0,hoch,stabil,92.07,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.45,0.45,2,peak_subscore,83.3,external_dynamics_subscore,81.9857,,0.2693,high_stage;high_rolling_value
647,Israel,escalation,2025-12-23,74.7304,True,7,5,1.0,hoch,stabil,91.16,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4483,0.4483,2,peak_subscore,81.2714,external_dynamics_subscore,79.9619,,0.2719,high_stage;high_rolling_value
648,Iran,escalation,2025-09-26,90.1893,True,7,5,1.0,sehr hoch,stabil,96.57,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4482,0.4482,3,peak_subscore,95.5143,external_dynamics_subscore,93.9857,,0.2648,high_stage;high_rolling_value
649,Ukraine,escalation,2026-01-28,89.1339,True,7,5,1.0,sehr hoch,stabil,96.2,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4482,0.4482,3,peak_subscore,95.5857,external_dynamics_subscore,94.1095,,0.2681,high_stage;high_rolling_value
650,Iran,escalation,2025-07-30,86.8696,True,7,5,1.0,sehr hoch,stabil,95.4,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4482,0.4482,3,peak_subscore,93.3286,external_dynamics_subscore,91.6762,,0.2686,high_stage;high_rolling_value
651,Russia,escalation,2026-01-23,80.0839,True,7,5,1.0,sehr hoch,stabil,93.03,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4482,0.4482,3,peak_subscore,87.4857,external_dynamics_subscore,85.5286,,0.2731,high_stage;high_rolling_value
652,Nigeria,escalation,2025-08-05,73.7482,True,7,5,1.0,hoch,stabil,90.81,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4482,0.4482,2,peak_subscore,79.0286,external_dynamics_subscore,73.0333,,0.2679,high_stage;high_rolling_value
653,Russia,tension,2025-08-26,85.681,True,7,5,1.0,sehr hoch,stabil,94.99,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4477,0.4477,3,crisis_subscore,90.5429,negativity_subscore,85.7,,0.3522,high_stage;high_rolling_value
654,Iran,tension,2026-01-05,86.4,True,7,5,1.0,sehr hoch,stabil,95.24,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4476,0.4476,3,crisis_subscore,90.5143,negativity_subscore,86.7,,0.3492,high_stage;high_rolling_value
655,Ukraine,tension,2025-08-09,84.1286,True,7,5,1.0,sehr hoch,stabil,94.45,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4476,0.4476,3,crisis_subscore,88.8571,negativity_subscore,83.9714,,0.3521,high_stage;high_rolling_value
656,Israel,tension,2025-08-10,80.5333,True,7,5,1.0,sehr hoch,stabil,93.19,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4476,0.4476,3,crisis_subscore,84.9143,negativity_subscore,80.4,,0.3515,high_stage;high_rolling_value
657,Nigeria,tension,2026-03-14,80.0143,True,7,5,1.0,sehr hoch,stabil,93.01,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4476,0.4476,3,crisis_subscore,84.6714,negativity_subscore,79.9143,,0.3527,high_stage;high_rolling_value
658,Nigeria,tension,2025-07-30,78.7381,True,7,5,1.0,hoch,stabil,92.56,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4476,0.4476,2,crisis_subscore,82.3429,negativity_subscore,79.5286,,0.3486,high_stage;high_rolling_value
659,Nigeria,tension,2025-07-12,71.7143,True,7,5,1.0,hoch,stabil,90.1,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4476,0.4476,2,crisis_subscore,75.7857,negativity_subscore,71.3429,,0.3523,high_stage;high_rolling_value
660,Russia,tension,2026-01-07,71.0095,True,7,5,1.0,hoch,stabil,89.85,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4476,0.4476,2,crisis_subscore,74.0286,negativity_subscore,71.2571,,0.3475,high_stage;high_rolling_value
661,Russia,tension,2026-04-06,69.5857,True,7,5,1.0,hoch,stabil,89.35,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4476,0.4476,2,crisis_subscore,72.7429,negativity_subscore,69.7286,,0.3485,high_stage;high_rolling_value
662,Taiwan,tension,2025-11-20,63.6619,True,7,5,1.0,hoch,stabil,87.28,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4476,0.4476,2,crisis_subscore,65.9286,negativity_subscore,63.7857,,0.3452,high_stage;high_rolling_value
663,Nigeria,escalation,2025-12-23,70.0625,True,7,5,1.0,hoch,stabil,89.52,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4464,0.4464,2,peak_subscore,74.5143,external_dynamics_subscore,71.119,,0.2659,high_stage;high_rolling_value
664,Ukraine,escalation,2026-03-17,86.9732,True,7,5,1.0,sehr hoch,stabil,95.44,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,-0.4447,0.4447,3,peak_subscore,93.7714,external_dynamics_subscore,92.5714,,0.2695,high_stage;high_rolling_value
665,Russia,tension,2026-02-06,88.8429,True,7,5,1.0,sehr hoch,stabil,96.1,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4429,0.4429,3,crisis_subscore,93.7143,negativity_subscore,88.7429,,0.3516,high_stage;high_rolling_value
666,Russia,escalation,2026-01-29,82.325,True,7,5,1.0,sehr hoch,stabil,93.81,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4429,0.4429,3,peak_subscore,89.0,external_dynamics_subscore,87.0381,,0.2703,high_stage;high_rolling_value
667,Iran,tension,2025-07-15,81.7381,True,7,5,1.0,sehr hoch,stabil,93.61,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4429,0.4429,3,crisis_subscore,86.1143,negativity_subscore,81.3571,,0.3512,high_stage;high_rolling_value
668,Nigeria,tension,2025-05-07,77.3,True,7,5,1.0,hoch,stabil,92.05,hoch,full_validity,before_snapshot_source,historical_valid_endpoint,2026-04-13,False,0.4429,0.4429,2,crisis_subscore,81.4857,negativity_subscore,77.1286,,0.3514,high_stage;high_rolling_value
